"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"8430","Lamanai","EAP0666","LA62","F009","n/a","576LA ","Early Post-Classic","","Odocoileus virginianus","tibia","R","almost complete",NA,"fused","576LA tibia Odocoileus v. almost complete 95% cavity in the proximal shaft, significant erosion  proximal-anterior portion of articular surface.  ","Humerus.Bp",NA,NA
"8431","Lamanai","EAP0666","LA187","F280","n/a","618LA","Early Post Classic Buk Phase","","Odocoileus virginianus","tibia","R","distal .7",NA,"fused","618LA tibia Odocoileus v. distal 70% joint end has been gnawed Bd unavailable.","Humerus.Bp",NA,NA
"8432","Lamanai","EAP0666","LA63","121","n/a","569LA","Late Post-Classic/later","","Mazama americanus","ulna","R","proximal",NA,"fused","569LA ulna Mazama sp. Shaft broken, olecranon complete, superior crest present.","Humerus.Bp",NA,NA
"8433","Lamanai","EAP0666","LA916","28","n/a","550LA","historic","","Odocoileus virginianus","ulna","R","proximal",NA,"fused","550LA ulna Odocoileus v. proximal 30% superior crest missing, no cavity in olecranon. Shaft broken.","Humerus.Bp",NA,NA
"8434","Lamanai","EAP0666","LA883","F485","n/a","580LA","Historic","","Odocoileus virginianus","ulna","R","proximal .5",NA,"fused","580LA ulna Odocoileus v. proximal 50% olecranon is complete, shaft is broken.","Humerus.Bp",NA,NA
"8435","Lamanai","EAP0666","LA62","F024","n/a","605LA ","Early Post-Classic","","Odocoileus virginianus","ulna","R","proximal .5",NA,"fused","605LA ulna Odocoileus v. proximal 50% olecranon is complete large individual.","Humerus.Bp",NA,NA
"8436","Lamanai","EAP0666","LA834","134","n/a","603LA","Historic","","Odocoileus virginianus","ulna","R","proximal .3",NA,"fused","603LA ulna Odocoileus v. proximal 30% superior crest is missing, shaft is broken, cut-marks on medial surface, gnawing marks.","Humerus.Bp",NA,NA
"8437","Lamanai","EAP0666","LA137","","n/a","574LA","Post-abandonment accumulation","","Odocoileus virginianus","1st phalanx","","complete",NA,"fused","","Humerus.Bp",NA,NA
"8438","Lamanai","EAP0666","LA883","N003","n/a","590LA","Historic","","Cervidae","acetabulum","","complete",NA,"fused","590LA acetabulum Cervid anatomical feature is complete, second intact acetabulum.","Humerus.Bp",NA,NA
"8439","Lamanai","EAP0666","LA834","8","n/a","504LA","historic","","Odocoileus virginianus","calcaneum","L","almost complete",NA,"large individual","504LA calcaneus Odocoileus v. almost complete, fused epiphysis is open, single peak photographed for reference.","Humerus.Bp",NA,NA
"8440","Lamanai","EAP0666","LA62","F006","n/a","611LA","Early Post-Classic","","Odocoileus virginianus","calcaneum","L","inferior .8",NA,"unfused","611LA calcaneus Odocoileus v. articulation and inferior portion of shaft, double peak photo.","Humerus.Bp",NA,NA
"8441","Lamanai","EAP0666","LA62","F003","n/a","612LA","Early Post-Classic","","Odocoileus virginianus","calcaneum","L","inferior .8",NA,"unfused","612LA calcaneus Odocoileus v. articulation and inferior portion of shaft, single peak and mesa photo.","Humerus.Bp",NA,NA
"8442","Lamanai","EAP0666","LA834","166","n/a","516LA","historic","","Odocoileus virginianus","scapula","L","distal .3",NA,"unfused","516LA scapula Odocoileus v. distal 30% glenoid and neck only.","Humerus.Bp",NA,NA
"8443","Lamanai","EAP0666","LA834","137","n/a","520LA","historic","","Odocoileus virginianus","ulna","L","inferior .1",NA,"unfused","520LA ulna Odocoileus v. articulation only 20% shaft broken body of the olecranon missing.","Humerus.Bp",NA,NA
"8444","Lamanai","EAP0666","LA834","3","n/a","506LA","historic","","Odocoileus virginianus","calcaneum","R","Distal .7",NA,"unfused","506LA calcaneus Odocoileus v. distal 60% unfused superior crest missing articular peak broken GB only.","Humerus.Bp",NA,NA
"8445","Lamanai","EAP0666","LA834","4","n/a","507LA ","historic","","Odocoileus virginianus","calcaneum","R","Distal .7",NA,"unfused","507LA calcaneus Odocoileus v. distal 70% unfused superior crest missing, articulation presents a single peak photo for reference.","Humerus.Bp",NA,NA
"8446","Lamanai","EAP0666","LA834","2","n/a","508LA","historic","","Odocoileus virginianus","calcaneum","R","distal .6",NA,"unfused","508LA calcaneus Odocoileus v. distal 60% unfused, superior crest missing large notch eroded from shaft, miniscule second peak. Photo for reference.","Humerus.Bp",NA,NA
"8447","Lamanai","EAP0666","LA834","14","n/a","518LA","historic","","Odocoileus virginianus","calcaneum","R","distal .5",NA,"unfused","518LA calcaneus Odocoileus v. distal 50% shaft broken cortical bone is thin enough to suggest juvenile.","Humerus.Bp",NA,NA
"8448","Lamanai","EAP0666","LA136","","n/a","573LA","Early Post Classic Buk Phase","","Odocoileus virginianus","calcaneum","R","distal .8",NA,"unfused","573LA calcaneus Odocoileus v. distal 80% no catalog number available superior crest missing, medial condyle broken GD only. Double peak, photo.","Humerus.Bp",NA,NA
"8449","Lamanai","EAP0666","","","n/a","656LA","","","Odocoileus virginianus","calcaneum","R","inferior .7",NA,"unfused","626LA calcaneus Odocoileus v. inferior portion, superior crest missing no provenance available, single peak, photo.","Humerus.Bp",NA,NA
"8450","Lamanai","EAP0666","LA187","F178","n/a","591LA","Early Post-Classic","","Mazama americanus","femur","R","almost complete",NA,"unfused","591LA femur Mazama a. almost complete femoral head is unfused GLC, Bp, and Dp unavailable.","Humerus.Bp",NA,NA
"8451","Lamanai","EAP0666","LA916","41","n/a","558LA","historic","","Odocoileus virginianus","calcaneum","L","inferior  ",NA,"unfused inferior portion","558LA calcaneus Odocoileus v. inferior portion unfused, superior crest missing breakage around the articular wing GD suspect. Photo","Humerus.Bp",NA,NA
"8452","Lamanai","EAP0666","La916","27","n/a","554LA","historic","","Odocoileus virginianus","humerus","L","distal .9",NA,"","554LA humerus Odocoileus v.distal 90% proximal articulation missing, other wise preservation is stellar, bone seems unusually gracile.  ","Humerus.Bp",NA,NA
"8453","Lamanai","EAP0666","LA834","160","n/a","602LA","Historic","","Odocoileus virginianus","radius","L","distal .3",NA,"","","Humerus.Bp",NA,NA
"8454","Lamanai","EAP0666","LA916","26","n/a","553LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"","553LA phalanx1 Odocoileus v. complete, polished.","Humerus.Bp",NA,NA
"8455","Lamanai","EAP0666","LA883","F405","n/a","617LA","Historic","","Odocoileus virginianus","astragalus","R","almost complete",NA,"","617LA astragalus Odocoileus v. complete cut-marks on medial surface.","Humerus.Bp",NA,NA
"8456","Lamanai","EAP0666","LA834","135","n/a","521LA","historic","","Odocoileus virginianus","ulna","R","inferior .1",NA,"","521LA ulna Odocoileus v. articulation only 20% shaft broken body of the olecranon missing.","Humerus.Bp",NA,NA
"8457","Lamanai","EAP0666","LA62","F018","n/a","619LA","Early Post-Classic","","Odocoileus virginianus","metatarsal","L","proximal .5",NA,"fused","","Humerus.Bp",NA,NA
"8458","Lamanai","EAP0666","LA834","7","n/a","586LA","Historic","","Odocoileus virginianus","calcaneum","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8459","Lamanai","EAP0666","LA912","33","n/a","587LA","Historic","","Odocoileus virginianus","calcaneum","R","distal .8",NA,"unfused","587LA calcaneus Odocoileus v.  distal 80% unfused superior crest missing double peak photo","Humerus.Bp",NA,NA
"8460","Lamanai","EAP0666","LA187","F343","n/a","594LA","Early Post Classic Buk Phase","","Mazama americanus","radius","R","distal .5",NA,"fused","594LA radius Mazama a. distal 50%","Humerus.Bp",NA,NA
"8461","Lamanai","EAP0666","LA355","","n/a","589LA","Pre-Classic","","Cervidae","tibia","","distal .1",NA,"fused","589LA tibia Cervid distal 10% barely enough surface to measure. Specimen is heavily pitted and friable. No catalogue number available.","Humerus.Bp",NA,NA
"8462","Marco Gonzalez","EAP0657","MG 5","","n/a","153MG","","","Odocoileus virginianus","tibia","L","distal .5",NA,"","153MG tibia Odocoileus v. distal 50% deep longitudal grooves in both anterior and posterior surfaces.  ","Humerus.Bp",NA,NA
"8463","Marco Gonzalez","EAP0657","MG 5","","n/a","150MG","","","Odocoileus virginianus","radius","R","proximal .2",NA,"","150MG radius Odocoileus v. proximal 20% significant erosion.  ","Humerus.Bp",NA,NA
"8464","Marco Gonzalez","EAP0657","MG 235","","n/a","151MG","","","Odocoileus virginianus","tibia","R","distal .3",NA,"","151MG tibia Odocoileus v. distal 30% posterior surface of the shaft is absent. Bd and Dd only.  ","Humerus.Bp",NA,NA
"8465","Marco Gonzalez","EAP0657","MG 18","","n/a","152MG","","","Odocoileus virginianus","tibia","R","complete",NA,"fused proximal epiphysis but line visible","152MG tibia Odocoileus v. complete minor erosion not sufficient to inhibit measurements.  Proximal epiphysis is fused but visible, a series of cut marks on the posterior surface are not sufficiently deep for the artifact to be used as a rasp.  ","Humerus.Bp",NA,NA
"8466","modern","","Trinidad, Siparia Forest","","UF No. 6608","","M","1959","Mazama sp.","","L","",NA,"","","Humerus.Bp",NA,NA
"8467","modern","","Collier County","","z:4703","","F","1985","Odocoileus virginianus","","L","",3.5,"","","Humerus.Bp",41.72,NA
"8468","modern","","Collier County","","z:4708","","F","1985","Odocoileus virginianus","","L","",1,"","","Humerus.Bp",NA,NA
"8469","modern","","Collier County","","z:4702","","F","1985","Odocoileus virginianus","","L","",2.5,"","","Humerus.Bp",NA,NA
"8470","modern","","Collier City","","z:4711","","M","1985","Odocoileus virginianus","","L","",1.5,"","","Humerus.Bp",NA,NA
"8471","modern","","Collier County","","z:4578","","M","1985","Odocoileus virginianus","","L","",2,"","","Humerus.Bp",NA,NA
"8472","modern","","Collier County","","z:4577","","M","1985","Odocoileus virginianus","","L","",1,"","","Humerus.Bp",NA,NA
"8473","modern","","Guatemala, Peten, Tikal","","UF No. 6787","","","","Mazama americanus","","R","",NA,"","","Humerus.Bp",NA,NA
"8474","modern","","Guatemala, Peten, Tikal","","UF No. 6788","","F","1960","Mazama americanus","","R","",NA,"","","Humerus.Bp",NA,NA
"8475","modern","","Guatemala, Peten, Altar de sacrificios","","UF No 6795","","M","1961","Mazama americanus","","R","",NA,"","","Humerus.Bp",NA,NA
"8476","modern","","Guatemala, Peten, Dos Pilas","","UF no8851","","","1993","Mazama americanus","","R","",NA,"","","Humerus.Bp",34.35,NA
"8477","modern","","Trinidad, Nariva","","UF No 6609","","F","1959","Mazama sp.","","R","",NA,"","","Humerus.Bp",NA,NA
"8478","modern","","Trinidad, Mayaro","","UF No 6610","","M","1959","Mazama sp.","","R","",NA,"","","Humerus.Bp",NA,NA
"8479","modern","","Collier City","","z:4576","","F","1985","Odocoileus virginianus","","R","",2,"","","Humerus.Bp",37.7,NA
"8480","modern","","Collier County","","z:4580","","F","1985","Odocoileus virginianus","","R","",4,"","","Humerus.Bp",38.58,NA
"8481","modern","","Collier County","","z:4573","","F","1985","Odocoileus virginianus","","R","",5,"","","Humerus.Bp",39.69,NA
"8482","modern","","Collier County","","z:4574","","F","1985","Odocoileus virginianus","","R","",3,"","","Humerus.Bp",NA,NA
"8483","modern","","Collier County","","z:4572","","F","1985","Odocoileus virginianus","","R","",2.5,"","","Humerus.Bp",39.99,NA
"8484","modern","","Collier County","","z:4700","","F","1985","Odocoileus virginianus","","R","",2,"","","Humerus.Bp",NA,NA
"8485","modern","","Collier County","","z:4781","","F","1985","Odocoileus virginianus","","R","",2,"","","Humerus.Bp",36.14,NA
"8486","modern","","Collier City","","z:4709","","F","1985","Odocoileus virginianus","","R","",2,"","","Humerus.Bp",NA,NA
"8487","modern","","Collier County","","z:4705","","F","1985","Odocoileus virginianus","","R","",3.5,"","","Humerus.Bp",38.13,NA
"8488","modern","","Collier County","","z:4569","","F","1985","Odocoileus virginianus","","R","",NA,"","","Humerus.Bp",35.79,NA
"8489","modern","","Clay County","","z:2850","","F","1979","Odocoileus virginianus","","R","",3.5,"","","Humerus.Bp",44.09,NA
"8490","modern","","Clay County","","z:2773","","F","1979","Odocoileus virginianus","","R","",1.5,"","","Humerus.Bp",NA,NA
"8491","modern","","Liberty County","","z:4567","","F","1985","Odocoileus virginianus","","R","",NA,"","","Humerus.Bp",38.6,NA
"8492","modern","","Collier County","","z:4571","","M","1985","Odocoileus virginianus","","R","",3.5,"","","Humerus.Bp",48.43,NA
"8493","modern","","Collier County","","z:4579","","M","1985","Odocoileus virginianus","","R","",1.5,"","","Humerus.Bp",NA,NA
"8494","modern","","Marion County","","z:3590","","M","1981","Odocoileus virginianus","","R","",NA,"","","Humerus.Bp",NA,NA
"8495","modern","","no data","","z:7930-147","","M","","Mazama americanus","","","",NA,"","","Humerus.Bp",NA,NA
"8496","Motul de San Jose","EAP0630","2A-3-18-1","3","n/a","205MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","L","almost complete",NA,"fused","205MSJ phalanx1 Odocoileus v. almost complete, pitted, cut-marks on medial surface.","Humerus.Bp",NA,NA
"8497","Motul de San Jose","EAP0630","2A-3-12-1","","n/a","206MSJ ","","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8498","Motul de San Jose","EAP0630","2A-5-3-2","17","n/a","213MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","213MSJ phalanx1 Odocoileus v. almost complete prominent muscle scars see 212, possible pathology around distal condyles SDt suspect. Cut-marks on proximal dorsal surface.","Humerus.Bp",NA,NA
"8499","Motul de San Jose","EAP0630","2A-3-12-1","","n/a","207MSJ","late Late Classic","","Odocoileus virginianus","2nd phalanx","L","almost complete",NA,"fused","207MSJ phalanx2 Odocoileus v. almost complete, hole bored in dorsal surface (probably not man made). Mate to 206MSJ?","Humerus.Bp",NA,NA
"8500","Motul de San Jose","EAP0630","2A-5-3-2","18","n/a","214MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","L","complete",NA,"fused","214MSJ phalanx2 Odocoileus v. complete, articulates with phalanges 1 and 3","Humerus.Bp",NA,NA
"8501","Motul de San Jose","EAP0630","2A-5-3-2","6","n/a","215MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8502","Motul de San Jose","EAP0630","2A-5-6-14","9","n/a","226MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8503","Motul de San Jose","EAP0630","2A-5-4-1","","n/a","218MSJ","Late Classic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8504","Motul de San Jose","EAP0630","2A-5-6-17","","n/a","222MSJ","Late Classic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8505","Motul de San Jose","EAP0630","15A-48-5-4","","n/a","239MSJ","Terminal Classic","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","","Humerus.Bp",NA,NA
"8506","Motul de San Jose","EAP0630","2A-5-3-2","13","n/a","210MSJ","Late Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","210MSJ calcaneus Odocoileus v. complete, comparative photo taken.","Humerus.Bp",NA,NA
"8507","Motul de San Jose","EAP0630","2A-5-6-14","2","n/a","231MSJ","Late Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","231MSJ calcaneus Odocoileus v. superior crest present articulation presents a single peak. Photographed for reference.","Humerus.Bp",NA,NA
"8508","Motul de San Jose","EAP0630","2A-5-7-2","","n/a","237MSJ","Late Classic","","Odocoileus virginianus","calcaneum","L","almost complete",NA,"fused","237MSJ calcaneus Odocoileus v. almost complete, articulation has a single peak. Photographed","Humerus.Bp",NA,NA
"8509","Motul de San Jose","EAP0630","2A-5-6-8","1","n/a","229MSJ","Late Classic","","Odocoileus virginianus","femur","L","proximal",NA,"fused","229MSJ femur Odocoileus v. proximal shaft has been cut remarkable preservation.","Humerus.Bp",NA,NA
"8510","Motul de San Jose","EAP0630","2A-2-7-1","","n/a","204MSJ","Late Classic","","Odocoileus virginianus","metacarpal","L","proximal .25",NA,"fused","204MSJ metacarpal Odocoileus v. proximal 25% modified perhaps as an awl, score marks on posterior surface. Posterior edge of proximal surface is eroded Bp only.  ","Humerus.Bp",NA,NA
"8511","Motul de San Jose","EAP0630","2A-2-9-1","1","n/a","203MSJ","Late Classic","","Mazama americanus","radius","L","proximal .3",NA,"fused","203MSJ radius Mazama a. proximal 30%.","Humerus.Bp",NA,NA
"8512","Motul de San Jose","EAP0630","2A-5-6-18","4","n/a","220MSJ","Late Classic","","Odocoileus virginianus","scapula","L","distal .4",NA,"fused","220MSJ scapula Odocoileus v. 45% four fragments glenoid almost complete LG, BG and ASG only","Humerus.Bp",NA,NA
